"Sample_ID","Customer_Name","Subject_Barcode","Synonym_clean","female","male","full_sib","CIP","DArT"
"24-PEP-02-P05G06S000047","24-PEP-02-P05_G06","CIP318126.069","CIP318126.069","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G07S000055","24-PEP-02-P05_G07","CIP318126.083","CIP318126.083","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G08S000063","24-PEP-02-P05_G08","CIP318126.084","CIP318126.084","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G09S000071","24-PEP-02-P05_G09","CIP318126.085","CIP318126.085","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G10S000079","24-PEP-02-P05_G10","CIP318126.090","CIP318126.090","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G11S000087","24-PEP-02-P05_G11","CIP318126.092","CIP318126.092","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05G12S000095","24-PEP-02-P05_G12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P05H01S000008","24-PEP-02-P05_H01","CIP318126.103","CIP318126.103","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05H02S000016","24-PEP-02-P05_H02","CIP318126.110","CIP318126.110","CIP512010.20","CIP312896.025","CIP512010.20_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P05H03S000024","24-PEP-02-P05_H03","CIP318127.001","CIP318127.001","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H04S000032","24-PEP-02-P05_H04","CIP318127.006","CIP318127.006","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H05S000040","24-PEP-02-P05_H05","CIP318127.008","CIP318127.008","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H06S000048","24-PEP-02-P05_H06","CIP318127.010","CIP318127.010","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H07S000056","24-PEP-02-P05_H07","CIP318127.013","CIP318127.013","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H08S000064","24-PEP-02-P05_H08","CIP318127.014","CIP318127.014","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H09S000072","24-PEP-02-P05_H09","CIP318127.017","CIP318127.017","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H10S000080","24-PEP-02-P05_H10","CIP318127.019","CIP318127.019","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H11S000088","24-PEP-02-P05_H11","CIP318127.022","CIP318127.022","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P05H12S000096","24-PEP-02-P05_H12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P06A01S000001","24-PEP-02-P06_A01","CIP318127.024","CIP318127.024","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A02S000009","24-PEP-02-P06_A02","CIP318127.026","CIP318127.026","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A03S000017","24-PEP-02-P06_A03","CIP318127.028","CIP318127.028","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A04S000025","24-PEP-02-P06_A04","CIP318127.032","CIP318127.032","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A05S000033","24-PEP-02-P06_A05","CIP318127.038","CIP318127.038","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A06S000041","24-PEP-02-P06_A06","CIP318127.039","CIP318127.039","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A07S000049","24-PEP-02-P06_A07","CIP318127.042","CIP318127.042","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A08S000057","24-PEP-02-P06_A08","CIP318127.043","CIP318127.043","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A09S000065","24-PEP-02-P06_A09","CIP318127.044","CIP318127.044","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A10S000073","24-PEP-02-P06_A10","CIP318127.046","CIP318127.046","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A11S000081","24-PEP-02-P06_A11","CIP318127.048","CIP318127.048","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06A12S000089","24-PEP-02-P06_A12","CIP318127.055","CIP318127.055","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B01S000002","24-PEP-02-P06_B01","CIP318127.056","CIP318127.056","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B02S000010","24-PEP-02-P06_B02","CIP318127.058","CIP318127.058","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B03S000018","24-PEP-02-P06_B03","CIP318127.064","CIP318127.064","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B04S000026","24-PEP-02-P06_B04","CIP318127.066","CIP318127.066","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B05S000034","24-PEP-02-P06_B05","CIP318127.069","CIP318127.069","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B06S000042","24-PEP-02-P06_B06","CIP318127.071","CIP318127.071","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B07S000050","24-PEP-02-P06_B07","CIP318127.083","CIP318127.083","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B08S000058","24-PEP-02-P06_B08","CIP318127.086","CIP318127.086","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B09S000066","24-PEP-02-P06_B09","CIP318127.088","CIP318127.088","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B10S000074","24-PEP-02-P06_B10","CIP318127.091","CIP318127.091","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B11S000082","24-PEP-02-P06_B11","CIP318127.099","CIP318127.099","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06B12S000090","24-PEP-02-P06_B12","CIP318127.101","CIP318127.101","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C01S000003","24-PEP-02-P06_C01","CIP318127.102","CIP318127.102","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C02S000011","24-PEP-02-P06_C02","CIP318127.105","CIP318127.105","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C03S000019","24-PEP-02-P06_C03","CIP318127.107","CIP318127.107","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C04S000027","24-PEP-02-P06_C04","CIP318127.110","CIP318127.110","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C05S000035","24-PEP-02-P06_C05","CIP318127.113","CIP318127.113","CIP512010.20","CIP312918.058","CIP512010.20_x_CIP312918.058",TRUE,TRUE
"24-PEP-02-P06C06S000043","24-PEP-02-P06_C06","CIP318128.004","CIP318128.004","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C07S000051","24-PEP-02-P06_C07","CIP318128.009","CIP318128.009","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C08S000059","24-PEP-02-P06_C08","CIP318128.051","CIP318128.051","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C09S000067","24-PEP-02-P06_C09","CIP318128.053","CIP318128.053","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C10S000075","24-PEP-02-P06_C10","CIP318128.065","CIP318128.065","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C11S000083","24-PEP-02-P06_C11","CIP318128.070","CIP318128.070","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06C12S000091","24-PEP-02-P06_C12","CIP318128.079","CIP318128.079","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D01S000004","24-PEP-02-P06_D01","CIP318128.090","CIP318128.090","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D02S000012","24-PEP-02-P06_D02","CIP318128.097","CIP318128.097","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D03S000020","24-PEP-02-P06_D03","CIP318128.104","CIP318128.104","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D04S000028","24-PEP-02-P06_D04","CIP318128.107","CIP318128.107","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D05S000036","24-PEP-02-P06_D05","CIP318128.108","CIP318128.108","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D06S000044","24-PEP-02-P06_D06","CIP318128.113","CIP318128.113","CIP512010.20","CIP312928.156","CIP512010.20_x_CIP312928.156",TRUE,TRUE
"24-PEP-02-P06D07S000052","24-PEP-02-P06_D07","CIP318129.001","CIP318129.001","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D08S000060","24-PEP-02-P06_D08","CIP318129.007","CIP318129.007","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D09S000068","24-PEP-02-P06_D09","CIP318129.012","CIP318129.012","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D10S000076","24-PEP-02-P06_D10","CIP318129.014","CIP318129.014","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D11S000084","24-PEP-02-P06_D11","CIP318129.017","CIP318129.017","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06D12S000092","24-PEP-02-P06_D12","CIP318129.018","CIP318129.018","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E01S000005","24-PEP-02-P06_E01","CIP318129.030","CIP318129.030","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E02S000013","24-PEP-02-P06_E02","CIP318129.032","CIP318129.032","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E03S000021","24-PEP-02-P06_E03","CIP318129.039","CIP318129.039","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E04S000029","24-PEP-02-P06_E04","CIP318129.041","CIP318129.041","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E05S000037","24-PEP-02-P06_E05","CIP318129.043","CIP318129.043","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E06S000045","24-PEP-02-P06_E06","CIP318129.049","CIP318129.049","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E07S000053","24-PEP-02-P06_E07","CIP318129.050","CIP318129.050","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E08S000061","24-PEP-02-P06_E08","CIP318129.053","CIP318129.053","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E09S000069","24-PEP-02-P06_E09","CIP318129.058","CIP318129.058","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E10S000077","24-PEP-02-P06_E10","CIP318129.070","CIP318129.070","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E11S000085","24-PEP-02-P06_E11","CIP318129.080","CIP318129.080","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06E12S000093","24-PEP-02-P06_E12","CIP318129.083","CIP318129.083","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F01S000006","24-PEP-02-P06_F01","CIP318129.085","CIP318129.085","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F02S000014","24-PEP-02-P06_F02","CIP318129.086","CIP318129.086","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F03S000022","24-PEP-02-P06_F03","CIP318129.089","CIP318129.089","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F04S000030","24-PEP-02-P06_F04","CIP318129.094","CIP318129.094","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F05S000038","24-PEP-02-P06_F05","CIP318129.097","CIP318129.097","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F06S000046","24-PEP-02-P06_F06","CIP318129.116","CIP318129.116","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F07S000054","24-PEP-02-P06_F07","CIP318129.120","CIP318129.120","CIP512006.80","CIP398208.620","CIP512006.80_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P06F08S000062","24-PEP-02-P06_F08","CIP318130.012","CIP318130.012","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F09S000070","24-PEP-02-P06_F09","CIP318130.024","CIP318130.024","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F10S000078","24-PEP-02-P06_F10","CIP318130.031","CIP318130.031","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F11S000086","24-PEP-02-P06_F11","CIP318130.032","CIP318130.032","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06F12S000094","24-PEP-02-P06_F12","CIP318130.036","CIP318130.036","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G01S000007","24-PEP-02-P06_G01","CIP318130.056","CIP318130.056","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G02S000015","24-PEP-02-P06_G02","CIP318130.060","CIP318130.060","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G03S000023","24-PEP-02-P06_G03","CIP318130.063","CIP318130.063","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G04S000031","24-PEP-02-P06_G04","CIP318130.064","CIP318130.064","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G05S000039","24-PEP-02-P06_G05","CIP318130.066","CIP318130.066","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G06S000047","24-PEP-02-P06_G06","CIP318130.069","CIP318130.069","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G07S000055","24-PEP-02-P06_G07","CIP318130.071","CIP318130.071","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G08S000063","24-PEP-02-P06_G08","CIP318130.073","CIP318130.073","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G09S000071","24-PEP-02-P06_G09","CIP318130.077","CIP318130.077","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G10S000079","24-PEP-02-P06_G10","CIP318130.082","CIP318130.082","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G11S000087","24-PEP-02-P06_G11","CIP318130.084","CIP318130.084","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06G12S000095","24-PEP-02-P06_G12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P06H01S000008","24-PEP-02-P06_H01","CIP318130.085","CIP318130.085","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H02S000016","24-PEP-02-P06_H02","CIP318130.086","CIP318130.086","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H03S000024","24-PEP-02-P06_H03","CIP318130.088","CIP318130.088","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H04S000032","24-PEP-02-P06_H04","CIP318130.091","CIP318130.091","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H05S000040","24-PEP-02-P06_H05","CIP318130.110","CIP318130.110","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H06S000048","24-PEP-02-P06_H06","CIP318130.120","CIP318130.120","CIP512006.80","CIP398208.219","CIP512006.80_x_CIP398208.219",TRUE,TRUE
"24-PEP-02-P06H07S000056","24-PEP-02-P06_H07","CIP318131.014","CIP318131.014","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H08S000064","24-PEP-02-P06_H08","CIP318131.034","CIP318131.034","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H09S000072","24-PEP-02-P06_H09","CIP318131.038","CIP318131.038","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H10S000080","24-PEP-02-P06_H10","CIP318131.076","CIP318131.076","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H11S000088","24-PEP-02-P06_H11","CIP318131.089","CIP318131.089","CIP512006.80","CIP308498.280","CIP512006.80_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P06H12S000096","24-PEP-02-P06_H12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P07A01S000001","24-PEP-02-P07_A01","CIP318132.002","CIP318132.002","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A02S000009","24-PEP-02-P07_A02","CIP318132.005","CIP318132.005","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A03S000017","24-PEP-02-P07_A03","CIP318132.010","CIP318132.010","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A04S000025","24-PEP-02-P07_A04","CIP318132.013","CIP318132.013","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A05S000033","24-PEP-02-P07_A05","CIP318132.019","CIP318132.019","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A06S000041","24-PEP-02-P07_A06","CIP318132.024","CIP318132.024","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A07S000049","24-PEP-02-P07_A07","CIP318132.025","CIP318132.025","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A08S000057","24-PEP-02-P07_A08","CIP318132.026","CIP318132.026","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A09S000065","24-PEP-02-P07_A09","CIP318132.032","CIP318132.032","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A10S000073","24-PEP-02-P07_A10","CIP318132.037","CIP318132.037","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A11S000081","24-PEP-02-P07_A11","CIP318132.044","CIP318132.044","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07A12S000089","24-PEP-02-P07_A12","CIP318132.045","CIP318132.045","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B01S000002","24-PEP-02-P07_B01","CIP318132.046","CIP318132.046","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B02S000010","24-PEP-02-P07_B02","CIP318132.051","CIP318132.051","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B03S000018","24-PEP-02-P07_B03","CIP318132.052","CIP318132.052","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B04S000026","24-PEP-02-P07_B04","CIP318132.053","CIP318132.053","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B05S000034","24-PEP-02-P07_B05","CIP318132.054","CIP318132.054","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B06S000042","24-PEP-02-P07_B06","CIP318132.055","CIP318132.055","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B07S000050","24-PEP-02-P07_B07","CIP318132.057","CIP318132.057","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B08S000058","24-PEP-02-P07_B08","CIP318132.062","CIP318132.062","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B09S000066","24-PEP-02-P07_B09","CIP318132.074","CIP318132.074","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B10S000074","24-PEP-02-P07_B10","CIP318132.079","CIP318132.079","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B11S000082","24-PEP-02-P07_B11","CIP318132.084","CIP318132.084","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07B12S000090","24-PEP-02-P07_B12","CIP318132.085","CIP318132.085","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C01S000003","24-PEP-02-P07_C01","CIP318132.092","CIP318132.092","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C02S000011","24-PEP-02-P07_C02","CIP318132.094","CIP318132.094","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C03S000019","24-PEP-02-P07_C03","CIP318132.109","CIP318132.109","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C04S000027","24-PEP-02-P07_C04","CIP318132.115","CIP318132.115","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C05S000035","24-PEP-02-P07_C05","CIP318132.117","CIP318132.117","CIP512006.80","CIP312896.025","CIP512006.80_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07C06S000043","24-PEP-02-P07_C06","CIP318133.001","CIP318133.001","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C07S000051","24-PEP-02-P07_C07","CIP318133.003","CIP318133.003","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C08S000059","24-PEP-02-P07_C08","CIP318133.004","CIP318133.004","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C09S000067","24-PEP-02-P07_C09","CIP318133.006","CIP318133.006","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C10S000075","24-PEP-02-P07_C10","CIP318133.007","CIP318133.007","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C11S000083","24-PEP-02-P07_C11","CIP318133.010","CIP318133.010","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07C12S000091","24-PEP-02-P07_C12","CIP318133.012","CIP318133.012","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D01S000004","24-PEP-02-P07_D01","CIP318133.013","CIP318133.013","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D02S000012","24-PEP-02-P07_D02","CIP318133.017","CIP318133.017","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D03S000020","24-PEP-02-P07_D03","CIP318133.018","CIP318133.018","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
